Date,Price
28 Jun 2025,839
29 Jun 2025,839
30 Jun 2025,839
01 Jul 2025,849
02 Jul 2025,849
03 Jul 2025,849
04 Jul 2025,849
05 Jul 2025,849
06 Jul 2025,849
07 Jul 2025,849
08 Jul 2025,849
09 Jul 2025,829
10 Jul 2025,829
11 Jul 2025,829
12 Jul 2025,829
13 Jul 2025,829
14 Jul 2025,829
15 Jul 2025,829
16 Jul 2025,829
17 Jul 2025,849
18 Jul 2025,849
19 Jul 2025,849
20 Jul 2025,849
21 Jul 2025,849
22 Jul 2025,849
23 Jul 2025,849
24 Jul 2025,849
25 Jul 2025,849
26 Jul 2025,829
27 Jul 2025,829
28 Jul 2025,829
29 Jul 2025,829
30 Jul 2025,829
31 Jul 2025,829
01 Aug 2025,829
02 Aug 2025,750
